question,cypher,type,database,explanation,syntax_error,timeout,returns_results,no_cypher
What are the x and y coordinates of the first 3 users who interacted with 'dwither.bsky.social'?,"MATCH (target:User {label: 'dwither.bsky.social'})<-[:INTERACTED]-(user:User)
RETURN user.x, user.y
LIMIT 3",Pathfinding Queries,bluesky,"This Cypher query retrieves the x and y coordinates of the first 3 users who interacted with the user labeled 'dwither.bsky.social'. 

1. The `MATCH` clause finds the target user node with the label 'dwither.bsky.social' and matches any incoming `INTERACTED` relationships from other user nodes.
2. The `RETURN` clause specifies that we want to retrieve the `x` and `y` properties of these interacting user nodes.
3. The `LIMIT 3` clause ensures that only the first 3 results are returned.",False,False,True,False
List all interactions with a size less than 2 between users.,"MATCH (u1:User)-[r:INTERACTED]->(u2:User)
WHERE r.size < 2
RETURN u1.label AS User1, u2.label AS User2, r.size AS InteractionSize",Pathfinding Queries,bluesky,"This Cypher query retrieves all interactions between users where the interaction size is less than 2. 

1. The `MATCH` clause specifies a pattern to find pairs of `User` nodes (`u1` and `u2`) connected by an `INTERACTED` relationship (`r`).
2. The `WHERE` clause filters these relationships to include only those where the `size` property of the relationship is less than 2.
3. The `RETURN` clause specifies that the query should return the labels of the two users involved in the interaction (`u1.label` and `u2.label`) and the size of the interaction (`r.size`).",False,True,False,False
Which users have an area less than 3 and have interacted with 'inchristbl.bsky.social'?,"MATCH (u1:User {label: ""inchristbl.bsky.social""})-[:INTERACTED]->(u2:User)
WHERE u2.area < 3
RETURN u2.label",Pathfinding Queries,bluesky,"This Cypher query starts by matching a `User` node with the label ""inchristbl.bsky.social"". It then traverses the `INTERACTED` relationship to find other `User` nodes that have interacted with this user. The `WHERE` clause filters these users to only include those with an `area` property value less than 3. Finally, the query returns the labels of these users.",False,False,True,False
Show the users with an x-coordinate less than -5000 who have interacted with any user.,"MATCH (u1:User)-[:INTERACTED]->(u2:User)
WHERE u1.x < -5000
RETURN DISTINCT u1.label",Pathfinding Queries,bluesky,"This Cypher query retrieves the labels of users who have an x-coordinate less than -5000 and have interacted with any other user. Here's a step-by-step breakdown of the query:

1. `MATCH (u1:User)-[:INTERACTED]->(u2:User)`: This part of the query matches any user `u1` who has an `INTERACTED` relationship with another user `u2`.

2. `WHERE u1.x < -5000`: This filters the users `u1` to only include those whose x-coordinate is less than -5000.

3. `RETURN DISTINCT u1.label`: This returns the distinct labels of the users who meet the criteria, ensuring that each user is listed only once even if they have interacted with multiple users.

By following these steps, the query effectively identifies and lists the users with the specified x-coordinate condition who have interacted with any other user.",False,False,True,False
Find the users who have a size greater than 2 and have interacted with 'sarahgerrard.me'.,"MATCH (u1:User {label: 'sarahgerrard.me'})<-[:INTERACTED]-(u2:User)
WHERE u2.size > 2
RETURN u2.label",Pathfinding Queries,bluesky,"This Cypher query will retrieve the users who have a size greater than 2 and have interacted with the user labeled 'sarahgerrard.me'. 

1. The `MATCH` clause identifies the user node `u1` with the label 'sarahgerrard.me' and finds all users `u2` that have an `INTERACTED` relationship with `u1`.
2. The `WHERE` clause filters these users to only include those with a `size` property greater than 2.
3. The `RETURN` clause outputs the labels of these users.",False,False,True,False
Which users have an interaction weight of 1 with 'tagomoris.bsky.social'?,"MATCH (u1:User {label: 'tagomoris.bsky.social'})-[:INTERACTED {weight: 1}]->(u2:User)
RETURN u2.label",Pathfinding Queries,bluesky,"This Cypher query will retrieve the labels of users who have an interaction weight of 1 with the user labeled 'tagomoris.bsky.social'. 

1. The `MATCH` clause is used to find the starting node `u1` with the label 'tagomoris.bsky.social'.
2. It then traverses the `INTERACTED` relationship where the `weight` property is 1.
3. The `u2` node represents the users who have this interaction with `u1`.
4. The `RETURN` clause is used to return the labels of these users.",False,False,True,False
What are the first 3 colors of users interacted by 'r0yart.bsky.social'?,"MATCH (u1:User {label: 'r0yart.bsky.social'})-[:INTERACTED]->(u2:User)
RETURN u2.color
LIMIT 3",Pathfinding Queries,bluesky,"This Cypher query will retrieve the colors of the first three users that have been interacted with by the user labeled 'r0yart.bsky.social'. 

1. The `MATCH` clause finds the user node `u1` with the label 'r0yart.bsky.social' and matches it to other user nodes `u2` that it has an `INTERACTED` relationship with.
2. The `RETURN` clause specifies that we want to retrieve the `color` property of these `u2` user nodes.
3. The `LIMIT 3` clause ensures that only the first three results are returned.",False,False,True,False
List the top 5 users by area size who have relations with 'vtcodes.dev'.,"MATCH (u1:User {label: 'vtcodes.dev'})-[:INTERACTED]->(u2:User)
RETURN u2.label, u2.area
ORDER BY u2.area DESC
LIMIT 5",Pathfinding Queries,bluesky,"This Cypher query starts by matching a `User` node with the label 'vtcodes.dev'. It then finds all `User` nodes (`u2`) that have an `INTERACTED` relationship with 'vtcodes.dev'. The query returns the labels and area sizes of these users, orders them by area size in descending order, and limits the results to the top 5 users.",False,False,True,False
Which users have interacted with 'curvylliptic.bsky.social'?,"MATCH (u:User {label: 'curvylliptic.bsky.social'})<-[:INTERACTED]-(interactingUser:User)
RETURN interactingUser.label",Pathfinding Queries,bluesky,"This Cypher query retrieves the labels of users who have interacted with the user labeled 'curvylliptic.bsky.social'. 

1. The `MATCH` clause finds the user node with the label 'curvylliptic.bsky.social'.
2. It then traverses the `INTERACTED` relationship in the reverse direction (from the interacting user to 'curvylliptic.bsky.social').
3. The `RETURN` clause outputs the labels of the interacting users.",False,False,True,False
List the first 3 users who have an area greater than 4 and have interacted with users with an area less than 3.,"MATCH (u1:User)-[:INTERACTED]->(u2:User)
WHERE u1.area > 4 AND u2.area < 3
RETURN u1.label AS User, u1.area AS Area
LIMIT 3",Simple Aggregation Queries,bluesky,"This Cypher query retrieves the first 3 users (`u1`) who have an `area` greater than 4 and have interacted with other users (`u2`) who have an `area` less than 3. The query starts by matching the `User` nodes (`u1` and `u2`) connected by the `INTERACTED` relationship. It then filters the results to include only those where `u1.area > 4` and `u2.area < 3`. Finally, it returns the `label` and `area` of the first 3 matching users.",False,False,True,False
Identify the top 5 users based on the interaction weight who have a color of '#4A708B'.,"MATCH (u1:User)-[r:INTERACTED]->(u2:User)
WHERE u1.color = '#4A708B'
RETURN u1.label AS user, SUM(r.weight) AS totalWeight
ORDER BY totalWeight DESC
LIMIT 5",Simple Aggregation Queries,bluesky,"This Cypher query retrieves the top 5 users based on the interaction weight who have a color of '#4A708B'. Here's how it works:
1. The `MATCH` clause finds all pairs of users (u1 and u2) that have an `INTERACTED` relationship.
2. The `WHERE` clause filters the users to only include those with the color '#4A708B'.
3. The `RETURN` clause calculates the total interaction weight for each user by summing the `weight` property of the `INTERACTED` relationships.
4. The `ORDER BY` clause sorts the users by their total interaction weight in descending order.
5. The `LIMIT` clause restricts the results to the top 5 users.",False,False,True,False
Display 5 users who have a y-coordinate greater than 5000 and have interacted with users with a y-coordinate less than -5000.,"MATCH (u1:User)-[:INTERACTED]->(u2:User)
WHERE u1.y > 5000 AND u2.y < -5000
RETURN u1.label AS User, u1.y AS Y_Coordinate
LIMIT 5",Simple Aggregation Queries,bluesky,"This Cypher query retrieves 5 users (`u1`) who have a y-coordinate greater than 5000 and have interacted with other users (`u2`) who have a y-coordinate less than -5000. The query starts by matching the `User` nodes (`u1` and `u2`) connected by the `INTERACTED` relationship. It then filters the results to include only those `u1` nodes with a `y` property greater than 5000 and `u2` nodes with a `y` property less than -5000. Finally, it returns the `label` and `y` coordinate of the `u1` nodes, limiting the results to 5 users.",False,False,True,False
List the 3 users who have the highest interaction size and are colored '#FF4500'.,"MATCH (u:User)-[r:INTERACTED]->(:User)
WHERE u.color = '#FF4500'
RETURN u.label, SUM(r.size) AS totalInteractionSize
ORDER BY totalInteractionSize DESC
LIMIT 3",Simple Aggregation Queries,bluesky,"This Cypher query retrieves the 3 users who have the highest interaction size and are colored '#FF4500'. Here's how it works:
1. `MATCH (u:User)-[r:INTERACTED]->(:User)`: This pattern matches all users (`u`) who have interacted with other users.
2. `WHERE u.color = '#FF4500'`: This filters the users to only include those with the color '#FF4500'.
3. `RETURN u.label, SUM(r.size) AS totalInteractionSize`: This returns the label of each user and the total interaction size by summing the `size` property of the `INTERACTED` relationships.
4. `ORDER BY totalInteractionSize DESC`: This orders the results by the total interaction size in descending order.
5. `LIMIT 3`: This limits the results to the top 3 users with the highest interaction size.",False,False,True,False
Who are the top 3 users by y-coordinate that have interacted with users with a y-coordinate more than 10000?,"MATCH (u1:User)-[:INTERACTED]->(u2:User)
WHERE u2.y > 10000
RETURN u1.label, u1.y
ORDER BY u1.y DESC
LIMIT 3",Simple Aggregation Queries,bluesky,"This Cypher query retrieves the top 3 users by their y-coordinate who have interacted with users having a y-coordinate greater than 10000. Here's a step-by-step breakdown of the query:

1. `MATCH (u1:User)-[:INTERACTED]->(u2:User)`: This pattern matches pairs of users where `u1` has interacted with `u2`.
2. `WHERE u2.y > 10000`: This filters the interactions to only those where the second user (`u2`) has a y-coordinate greater than 10000.
3. `RETURN u1.label, u1.y`: This returns the label and y-coordinate of the first user (`u1`).
4. `ORDER BY u1.y DESC`: This orders the results by the y-coordinate of `u1` in descending order.
5. `LIMIT 3`: This limits the results to the top 3 users.

By following these steps, the query ensures that we get the top 3 users by y-coordinate who have interacted with users having a y-coordinate greater than 10000.",False,False,True,False
